game_id,away_team,home_team,away_score,home_score
105,樂天桃猿,富邦悍將,0,2
106,統一7-ELEVEn獅,味全龍,2,3
107,中信兄弟,富邦悍將,2,8
108,統一7-ELEVEn獅,味全龍,9,6
109,味全龍,樂天桃猿,2,9
110,中信兄弟,富邦悍將,8,2
111,味全龍,樂天桃猿,5,3
112,統一7-ELEVEn獅,富邦悍將,1,6
113,中信兄弟,樂天桃猿,3,4
114,統一7-ELEVEn獅,富邦悍將,10,3
115,統一7-ELEVEn獅,富邦悍將,1,3
116,味全龍,中信兄弟,2,4
117,統一7-ELEVEn獅,樂天桃猿,4,2
118,味全龍,中信兄弟,1,3
119,富邦悍將,樂天桃猿,5,8
120,味全龍,中信兄弟,5,2
121,味全龍,統一7-ELEVEn獅,1,2
122,樂天桃猿,中信兄弟,5,2
123,樂天桃猿,味全龍,3,0
124,富邦悍將,中信兄弟,3,9
125,樂天桃猿,味全龍,4,2
126,中信兄弟,味全龍,3,1
127,統一7-ELEVEn獅,富邦悍將,4,5
128,中信兄弟,味全龍,0,3
129,統一7-ELEVEn獅,富邦悍將,4,6
130,中信兄弟,統一7-ELEVEn獅,5,4
131,樂天桃猿,富邦悍將,2,1
132,樂天桃猿,富邦悍將,7,9
133,中信兄弟,統一7-ELEVEn獅,2,9
134,富邦悍將,味全龍,3,6
135,統一7-ELEVEn獅,樂天桃猿,1,11
136,統一7-ELEVEn獅,中信兄弟,1,11
137,統一7-ELEVEn獅,中信兄弟,0,2
138,味全龍,樂天桃猿,3,2
139,富邦悍將,中信兄弟,2,9
140,味全龍,樂天桃猿,2,10
141,富邦悍將,味全龍,1,4
142,統一7-ELEVEn獅,樂天桃猿,13,5
143,味全龍,富邦悍將,5,2
144,中信兄弟,樂天桃猿,7,6
145,味全龍,富邦悍將,8,1
146,中信兄弟,樂天桃猿,2,12
147,富邦悍將,統一7-ELEVEn獅,4,3
148,富邦悍將,統一7-ELEVEn獅,3,10
149,味全龍,統一7-ELEVEn獅,1,2
150,樂天桃猿,中信兄弟,9,3
151,味全龍,中信兄弟,2,0
152,統一7-ELEVEn獅,富邦悍將,3,5
153,味全龍,樂天桃猿,5,5
154,統一7-ELEVEn獅,富邦悍將,1,2
155,中信兄弟,樂天桃猿,8,6
156,統一7-ELEVEn獅,富邦悍將,1,4
157,富邦悍將,中信兄弟,3,6
158,味全龍,統一7-ELEVEn獅,11,7
159,富邦悍將,中信兄弟,4,2
160,樂天桃猿,統一7-ELEVEn獅,3,2
161,味全龍,中信兄弟,11,5
162,樂天桃猿,統一7-ELEVEn獅,6,7
163,富邦悍將,味全龍,1,0
164,樂天桃猿,統一7-ELEVEn獅,3,0
165,富邦悍將,味全龍,4,0
166,樂天桃猿,中信兄弟,8,6
167,富邦悍將,味全龍,0,3
168,統一7-ELEVEn獅,中信兄弟,1,3
169,統一7-ELEVEn獅,樂天桃猿,1,3
170,富邦悍將,中信兄弟,1,2
171,統一7-ELEVEn獅,樂天桃猿,3,6
172,味全龍,中信兄弟,6,6
173,富邦悍將,樂天桃猿,10,6
174,味全龍,中信兄弟,9,4
175,味全龍,統一7-ELEVEn獅,4,1
176,樂天桃猿,富邦悍將,4,1
177,味全龍,統一7-ELEVEn獅,6,0
178,中信兄弟,富邦悍將,4,2
179,樂天桃猿,統一7-ELEVEn獅,4,1
180,中信兄弟,富邦悍將,5,6
181,中信兄弟,富邦悍將,1,3
182,味全龍,樂天桃猿,1,3
183,中信兄弟,統一7-ELEVEn獅,6,13
184,味全龍,樂天桃猿,1,7
185,富邦悍將,統一7-ELEVEn獅,3,5
186,味全龍,樂天桃猿,0,3
187,中信兄弟,味全龍,1,2
188,樂天桃猿,富邦悍將,5,4
189,統一7-ELEVEn獅,味全龍,3,4
190,樂天桃猿,富邦悍將,3,0
191,統一7-ELEVEn獅,味全龍,3,4
192,中信兄弟,富邦悍將,7,2
193,統一7-ELEVEn獅,味全龍,7,2
194,樂天桃猿,中信兄弟,7,2
195,統一7-ELEVEn獅,富邦悍將,2,7
196,樂天桃猿,中信兄弟,2,4
197,味全龍,富邦悍將,4,3
198,樂天桃猿,中信兄弟,4,3
199,中信兄弟,味全龍,5,0
200,統一7-ELEVEn獅,樂天桃猿,2,11
201,中信兄弟,味全龍,8,3
202,富邦悍將,樂天桃猿,5,0
203,統一7-ELEVEn獅,味全龍,3,4
204,富邦悍將,樂天桃猿,2,2
205,富邦悍將,樂天桃猿,10,2
206,中信兄弟,統一7-ELEVEn獅,1,5
207,富邦悍將,味全龍,1,3
208,中信兄弟,統一7-ELEVEn獅,0,1
209,樂天桃猿,味全龍,3,7
210,中信兄弟,統一7-ELEVEn獅,8,1
211,統一7-ELEVEn獅,中信兄弟,3,0
212,樂天桃猿,富邦悍將,2,10
213,統一7-ELEVEn獅,中信兄弟,0,3
214,味全龍,富邦悍將,6,2
215,樂天桃猿,中信兄弟,6,2
216,味全龍,富邦悍將,4,2
217,味全龍,富邦悍將,3,6
218,統一7-ELEVEn獅,樂天桃猿,1,3
219,味全龍,中信兄弟,3,6
220,統一7-ELEVEn獅,樂天桃猿,8,4
221,富邦悍將,中信兄弟,3,6
222,統一7-ELEVEn獅,樂天桃猿,0,4
223,樂天桃猿,味全龍,7,3
224,富邦悍將,中信兄弟,1,2
225,樂天桃猿,味全龍,4,4
226,統一7-ELEVEn獅,中信兄弟,7,5
227,富邦悍將,味全龍,4,4
228,統一7-ELEVEn獅,中信兄弟,0,4
229,統一7-ELEVEn獅,中信兄弟,0,4
230,樂天桃猿,富邦悍將,3,6
231,統一7-ELEVEn獅,味全龍,2,1
232,樂天桃猿,富邦悍將,9,4
233,中信兄弟,味全龍,12,4
234,樂天桃猿,富邦悍將,1,2
235,中信兄弟,味全龍,3,4
236,富邦悍將,統一7-ELEVEn獅,5,1
237,樂天桃猿,味全龍,4,3
238,富邦悍將,統一7-ELEVEn獅,3,2
239,樂天桃猿,味全龍,3,2
240,中信兄弟,統一7-ELEVEn獅,3,7
241,樂天桃猿,味全龍,4,5
242,富邦悍將,中信兄弟,0,6
243,樂天桃猿,統一7-ELEVEn獅,8,3
244,富邦悍將,中信兄弟,3,2
245,味全龍,統一7-ELEVEn獅,4,8
246,富邦悍將,中信兄弟,1,4
247,中信兄弟,樂天桃猿,7,5
248,味全龍,統一7-ELEVEn獅,2,7
249,中信兄弟,樂天桃猿,2,13
250,富邦悍將,統一7-ELEVEn獅,2,5
251,味全龍,樂天桃猿,2,4
252,富邦悍將,統一7-ELEVEn獅,6,13
253,中信兄弟,味全龍,3,2
254,富邦悍將,統一7-ELEVEn獅,6,3
255,富邦悍將,樂天桃猿,1,6
256,中信兄弟,味全龍,5,4
257,統一7-ELEVEn獅,樂天桃猿,1,3
258,中信兄弟,味全龍,8,4
259,味全龍,富邦悍將,2,3
260,統一7-ELEVEn獅,樂天桃猿,3,5
261,味全龍,富邦悍將,2,9
262,中信兄弟,樂天桃猿,11,0
263,統一7-ELEVEn獅,富邦悍將,3,4
264,中信兄弟,樂天桃猿,6,2
265,中信兄弟,樂天桃猿,9,7
266,味全龍,統一7-ELEVEn獅,2,3
267,中信兄弟,富邦悍將,4,2
268,味全龍,統一7-ELEVEn獅,5,4
269,樂天桃猿,富邦悍將,8,2
270,味全龍,統一7-ELEVEn獅,4,2
271,富邦悍將,樂天桃猿,3,2
272,統一7-ELEVEn獅,中信兄弟,2,4
273,富邦悍將,味全龍,2,3
274,樂天桃猿,中信兄弟,2,5
275,樂天桃猿,中信兄弟,3,1
276,味全龍,中信兄弟,0,3
277,富邦悍將,統一7-ELEVEn獅,4,1
278,味全龍,中信兄弟,8,9
279,富邦悍將,統一7-ELEVEn獅,2,1
280,味全龍,富邦悍將,6,0
281,樂天桃猿,統一7-ELEVEn獅,1,7
282,味全龍,樂天桃猿,5,2
283,中信兄弟,統一7-ELEVEn獅,9,2
284,富邦悍將,味全龍,1,2
285,中信兄弟,統一7-ELEVEn獅,9,1
286,統一7-ELEVEn獅,富邦悍將,10,11
287,樂天桃猿,味全龍,1,6
288,統一7-ELEVEn獅,富邦悍將,4,5
289,樂天桃猿,味全龍,10,5
290,中信兄弟,富邦悍將,1,1
291,統一7-ELEVEn獅,味全龍,0,2
292,中信兄弟,樂天桃猿,13,4
293,味全龍,富邦悍將,0,3
294,中信兄弟,樂天桃猿,4,2
295,樂天桃猿,統一7-ELEVEn獅,3,1
296,中信兄弟,富邦悍將,4,3
297,統一7-ELEVEn獅,味全龍,4,4
298,味全龍,樂天桃猿,5,9
299,富邦悍將,樂天桃猿,6,2
300,統一7-ELEVEn獅,中信兄弟,4,6
