game_id,away_team,home_team,away_score,home_score
001,樂天桃猿,味全龍,2,3
002,中信兄弟,味全龍,3,2
003,台鋼雄鷹,樂天桃猿,6,1
004,富邦悍將,統一7-ELEVEn獅,0,9
005,味全龍,樂天桃猿,2,1
006,統一7-ELEVEn獅,富邦悍將,11,4
007,台鋼雄鷹,中信兄弟,4,1
008,味全龍,樂天桃猿,3,4
009,統一7-ELEVEn獅,富邦悍將,2,1
010,台鋼雄鷹,中信兄弟,3,5
011,中信兄弟,樂天桃猿,7,1
012,富邦悍將,台鋼雄鷹,0,4
013,統一7-ELEVEn獅,味全龍,3,2
014,中信兄弟,樂天桃猿,8,9
015,富邦悍將,台鋼雄鷹,12,0
016,統一7-ELEVEn獅,味全龍,4,3
017,中信兄弟,樂天桃猿,8,11
018,富邦悍將,台鋼雄鷹,5,6
019,統一7-ELEVEn獅,味全龍,2,3
020,中信兄弟,統一7-ELEVEn獅,1,5
021,樂天桃猿,台鋼雄鷹,5,6
022,中信兄弟,統一7-ELEVEn獅,14,7
023,樂天桃猿,台鋼雄鷹,3,2
024,富邦悍將,味全龍,1,8
025,富邦悍將,味全龍,4,0
026,台鋼雄鷹,統一7-ELEVEn獅,5,9
027,味全龍,中信兄弟,2,3
028,樂天桃猿,富邦悍將,4,5
029,台鋼雄鷹,統一7-ELEVEn獅,2,10
030,味全龍,中信兄弟,13,6
031,樂天桃猿,富邦悍將,8,1
032,台鋼雄鷹,統一7-ELEVEn獅,3,4
033,味全龍,中信兄弟,2,5
034,樂天桃猿,富邦悍將,0,7
035,味全龍,台鋼雄鷹,1,0
036,統一7-ELEVEn獅,樂天桃猿,11,1
037,味全龍,台鋼雄鷹,12,3
038,統一7-ELEVEn獅,樂天桃猿,10,0
039,中信兄弟,富邦悍將,4,10
040,中信兄弟,富邦悍將,6,2
041,中信兄弟,台鋼雄鷹,3,2
042,樂天桃猿,味全龍,3,0
043,富邦悍將,統一7-ELEVEn獅,1,3
044,中信兄弟,台鋼雄鷹,0,3
045,樂天桃猿,味全龍,2,3
046,富邦悍將,統一7-ELEVEn獅,1,7
047,中信兄弟,台鋼雄鷹,8,0
048,樂天桃猿,味全龍,4,7
049,富邦悍將,統一7-ELEVEn獅,3,1
050,樂天桃猿,中信兄弟,6,2
051,台鋼雄鷹,富邦悍將,1,4
052,味全龍,統一7-ELEVEn獅,5,10
053,樂天桃猿,中信兄弟,2,1
054,台鋼雄鷹,富邦悍將,5,6
055,味全龍,統一7-ELEVEn獅,11,2
056,統一7-ELEVEn獅,中信兄弟,5,3
057,台鋼雄鷹,樂天桃猿,3,4
058,味全龍,富邦悍將,2,3
059,統一7-ELEVEn獅,中信兄弟,6,7
060,台鋼雄鷹,樂天桃猿,0,1
061,味全龍,富邦悍將,3,4
062,統一7-ELEVEn獅,中信兄弟,4,2
063,台鋼雄鷹,樂天桃猿,3,5
064,味全龍,富邦悍將,1,2
065,統一7-ELEVEn獅,台鋼雄鷹,10,2
066,中信兄弟,味全龍,4,2
067,統一7-ELEVEn獅,台鋼雄鷹,17,6
068,富邦悍將,樂天桃猿,4,10
069,富邦悍將,樂天桃猿,1,2
070,台鋼雄鷹,味全龍,5,1
071,富邦悍將,中信兄弟,1,0
072,樂天桃猿,統一7-ELEVEn獅,3,9
073,台鋼雄鷹,味全龍,2,3
074,富邦悍將,中信兄弟,4,5
075,樂天桃猿,統一7-ELEVEn獅,3,0
076,台鋼雄鷹,味全龍,0,7
077,富邦悍將,中信兄弟,7,8
078,樂天桃猿,統一7-ELEVEn獅,3,5
079,富邦悍將,台鋼雄鷹,1,0
080,富邦悍將,台鋼雄鷹,13,5
081,樂天桃猿,味全龍,0,4
082,統一7-ELEVEn獅,中信兄弟,8,0
083,統一7-ELEVEn獅,中信兄弟,10,2
084,味全龍,台鋼雄鷹,5,3
085,中信兄弟,富邦悍將,6,3
086,統一7-ELEVEn獅,樂天桃猿,3,5
087,味全龍,台鋼雄鷹,1,5
088,中信兄弟,富邦悍將,0,3
089,統一7-ELEVEn獅,樂天桃猿,9,4
090,味全龍,台鋼雄鷹,3,4
091,中信兄弟,富邦悍將,2,3
092,統一7-ELEVEn獅,樂天桃猿,2,5
093,味全龍,中信兄弟,2,9
094,台鋼雄鷹,樂天桃猿,1,5
095,味全龍,中信兄弟,5,2
096,台鋼雄鷹,樂天桃猿,5,0
097,富邦悍將,統一7-ELEVEn獅,3,0
098,樂天桃猿,中信兄弟,4,8
099,富邦悍將,味全龍,1,8
100,統一7-ELEVEn獅,台鋼雄鷹,9,5
101,樂天桃猿,中信兄弟,1,12
102,富邦悍將,味全龍,0,1
103,統一7-ELEVEn獅,台鋼雄鷹,1,7
104,樂天桃猿,中信兄弟,4,3
105,富邦悍將,味全龍,11,3
106,統一7-ELEVEn獅,台鋼雄鷹,3,4
107,樂天桃猿,富邦悍將,1,2
